Year,Disease,Number of reported cases,"Rate per 100,000"
1979,Gonorrhea,51827,214.15
1980,Gonorrhea,53271,217.29
1981,Gonorrhea,56330,226.95
1982,Gonorrhea,53073,211.3
1983,Gonorrhea,45265,178.44
1984,Gonorrhea,43874,171.34
1985,Gonorrhea,40737,157.64
1986,Gonorrhea,35287,135.2
1987,Gonorrhea,27922,105.58
1988,Gonorrhea,21533,80.37
1989,Gonorrhea,23881,87.55
1990,Gonorrhea,19911,71.9
1991,Gonorrhea,12635,45.06
1992,Gonorrhea,9622,33.91
1993,Gonorrhea,6867,23.94
1994,Gonorrhea,6249,21.55
1995,Gonorrhea,5737,19.58
1996,Gonorrhea,5060,17.09
1997,Gonorrhea,4484,14.99
1998,Gonorrhea,5076,16.83
1999,Gonorrhea,5376,17.68
2000,Gonorrhea,6175,20.12
2001,Gonorrhea,6723,21.67
2002,Gonorrhea,7219,23.02
2003,Gonorrhea,7764,24.54
2004,Gonorrhea,8761,27.43
2005,Gonorrhea,9170,28.44
2006,Gonorrhea,11299,34.69
2007,Gonorrhea,11874,36.1
2008,Gonorrhea,12634,38
2009,Gonorrhea,11156,33.17
2010,Gonorrhea,11381,33.47
2011,Gonorrhea,11981,34.89
2012,Gonorrhea,13027,37.53
2013,Gonorrhea,14228,40.56
2014,Gonorrhea,16264,45.89
2015,Gonorrhea,19817,55.51
2016,Gonorrhea,23706,65.65
2017,Gonorrhea,29023,79.42
2018,Gonorrhea,34719,93.67
2019,Gonorrhea,35476,94.35
2020,Gonorrhea,30842,81.15
2021,Gonorrhea,32192,84.21
1924,Hepatitis A,,
1925,Hepatitis A,,
1926,Hepatitis A,,
1927,Hepatitis A,6,0.19
1928,Hepatitis A,,
1929,Hepatitis A,,
1930,Hepatitis A,,
1931,Hepatitis A,46,1.06
1932,Hepatitis A,45,1.02
1933,Hepatitis A,16,0.36
1934,Hepatitis A,6,0.13
1935,Hepatitis A,15,0.33
1936,Hepatitis A,51,1.12
1937,Hepatitis A,145,2.84
1938,Hepatitis A,722,12.32
1939,Hepatitis A,507,8.5
1940,Hepatitis A,111,2.39
1941,Hepatitis A,59,1.26
1942,Hepatitis A,51,0.96
1943,Hepatitis A,14,0.26
1944,Hepatitis A,2,0.04
1945,Hepatitis A,703,10.98
1946,Hepatitis A,332,5.08
1947,Hepatitis A,262,3.81
1948,Hepatitis A,76,1.11
1949,Hepatitis A,172,2.19
1950,Hepatitis A,379,4.54
1951,Hepatitis A,396,4.64
1952,Hepatitis A,2392,17.32
1953,Hepatitis A,3248,22.07
1954,Hepatitis A,4567,29.93
1955,Hepatitis A,4417,28.19
1956,Hepatitis A,2596,27.03
1957,Hepatitis A,3006,19.49
1958,Hepatitis A,4515,26.47
1959,Hepatitis A,,
1960,Hepatitis A,,
1961,Hepatitis A,,
1962,Hepatitis A,,
1963,Hepatitis A,,
1964,Hepatitis A,,
1965,Hepatitis A,,
1966,Hepatitis A,,
1967,Hepatitis A,,
1968,Hepatitis A,,
1969,Hepatitis A,10751,51.19
1970,Hepatitis A,12283,57.67
1971,Hepatitis A,8683,39.54
1972,Hepatitis A,7344,33.05
1973,Hepatitis A,6680,29.7
1974,Hepatitis A,5415,23.74
1975,Hepatitis A,4066,17.57
1976,Hepatitis A,3551,15.14
1977,Hepatitis A,4216,17.77
1978,Hepatitis A,2721,11.35
1979,Hepatitis A,1677,6.93
1980,Hepatitis A,1378,5.62
1981,Hepatitis A,1115,4.49
1982,Hepatitis A,1223,4.87
1983,Hepatitis A,1280,5.05
1984,Hepatitis A,2444,9.54
1985,Hepatitis A,2861,11.07
1986,Hepatitis A,1732,6.64
1987,Hepatitis A,1271,4.81
1988,Hepatitis A,1781,6.65
1989,Hepatitis A,2608,9.56
1990,Hepatitis A,2181,7.88
1991,Hepatitis A,2880,10.27
1992,Hepatitis A,2617,9.22
1993,Hepatitis A,1739,6.06
1994,Hepatitis A,1725,5.95
1995,Hepatitis A,2008,6.85
1996,Hepatitis A,2579,8.71
1997,Hepatitis A,1856,6.21
1998,Hepatitis A,1080,3.58
1999,Hepatitis A,909,2.99
2000,Hepatitis A,468,1.53
2001,Hepatitis A,428,1.38
2002,Hepatitis A,415,1.32
2003,Hepatitis A,386,1.22
2004,Hepatitis A,467,1.46
2005,Hepatitis A,361,1.12
2006,Hepatitis A,478,1.47
2007,Hepatitis A,299,0.91
2008,Hepatitis A,298,0.9
2009,Hepatitis A,276,0.82
2010,Hepatitis A,276,0.81
2011,Hepatitis A,326,0.95
2012,Hepatitis A,246,0.71
2013,Hepatitis A,211,0.6
2014,Hepatitis A,214,0.6
2015,Hepatitis A,183,0.51
2016,Hepatitis A,247,0.68
2017,Hepatitis A,276,0.76
2018,Hepatitis A,380,1.03
2019,Hepatitis A,395,1.05
2020,Hepatitis A,166,0.44
2021,Hepatitis A,177,0.46
1924,Hepatitis B,,
1925,Hepatitis B,,
1926,Hepatitis B,,
1927,Hepatitis B,,
1928,Hepatitis B,,
1929,Hepatitis B,,
1930,Hepatitis B,,
1931,Hepatitis B,,
1932,Hepatitis B,,
1933,Hepatitis B,,
1934,Hepatitis B,,
1935,Hepatitis B,,
1936,Hepatitis B,,
1937,Hepatitis B,,
1938,Hepatitis B,,
1939,Hepatitis B,,
1940,Hepatitis B,,
1941,Hepatitis B,,
1942,Hepatitis B,,
1943,Hepatitis B,,
1944,Hepatitis B,,
1945,Hepatitis B,,
1946,Hepatitis B,,
1947,Hepatitis B,,
1948,Hepatitis B,,
1949,Hepatitis B,,
1950,Hepatitis B,,
1951,Hepatitis B,,
1952,Hepatitis B,,
1953,Hepatitis B,,
1954,Hepatitis B,,
1955,Hepatitis B,,
1956,Hepatitis B,,
1957,Hepatitis B,,
1958,Hepatitis B,,
1959,Hepatitis B,,
1960,Hepatitis B,,
1961,Hepatitis B,,
1962,Hepatitis B,,
1963,Hepatitis B,,
1964,Hepatitis B,,
1965,Hepatitis B,,
1966,Hepatitis B,,
1967,Hepatitis B,,
1968,Hepatitis B,,
1969,Hepatitis B,4,0.03
1970,Hepatitis B,14,0.1
1971,Hepatitis B,102,0.47
1972,Hepatitis B,468,2.12
1973,Hepatitis B,481,2.15
1974,Hepatitis B,333,1.47
1975,Hepatitis B,477,2.07
1976,Hepatitis B,615,2.64
1977,Hepatitis B,636,2.69
1978,Hepatitis B,816,3.42
1979,Hepatitis B,1023,4.23
1980,Hepatitis B,1164,4.75
1981,Hepatitis B,1067,4.3
1982,Hepatitis B,1304,5.19
1983,Hepatitis B,1859,7.33
1984,Hepatitis B,1818,7.1
1985,Hepatitis B,2332,9.02
1986,Hepatitis B,2498,9.57
1987,Hepatitis B,3097,11.71
1988,Hepatitis B,3373,12.59
1989,Hepatitis B,5988,21.95
1990,Hepatitis B,2916,10.53
1991,Hepatitis B,2191,7.81
1992,Hepatitis B,1953,6.88
1993,Hepatitis B,1732,6.04
1994,Hepatitis B,1672,5.77
1995,Hepatitis B,1400,4.78
1996,Hepatitis B,1222,4.13
1997,Hepatitis B,1018,3.4
1998,Hepatitis B,938,3.11
1999,Hepatitis B,801,2.63
2000,Hepatitis B,740,2.41
2001,Hepatitis B,595,1.92
2002,Hepatitis B,577,1.84
2003,Hepatitis B,587,1.86
2004,Hepatitis B,923,2.89
2005,Hepatitis B,1449,4.49
2006,Hepatitis B,1555,4.77
2007,Hepatitis B,2960,9
2008,Hepatitis B,3479,10.46
2009,Hepatitis B,3477,10.34
2010,Hepatitis B,3308,9.73
2011,Hepatitis B,5622,16.37
2012,Hepatitis B,5677,16.35
2013,Hepatitis B,5706,16.26
2014,Hepatitis B,5373,15.16
2015,Hepatitis B,5008,14.03
2016,Hepatitis B,5204,14.41
2017,Hepatitis B,5131,14.04
2018,Hepatitis B,5071,13.68
2019,Hepatitis B,5057,13.45
2020,Hepatitis B,3281,8.63
2021,Hepatitis B,3524,9.22
1924,"Hepatitis, non-A, non-B",,
1925,"Hepatitis, non-A, non-B",,
1926,"Hepatitis, non-A, non-B",,
1927,"Hepatitis, non-A, non-B",,
1928,"Hepatitis, non-A, non-B",,
1929,"Hepatitis, non-A, non-B",,
1930,"Hepatitis, non-A, non-B",,
1931,"Hepatitis, non-A, non-B",,
1932,"Hepatitis, non-A, non-B",,
1933,"Hepatitis, non-A, non-B",,
1934,"Hepatitis, non-A, non-B",,
1935,"Hepatitis, non-A, non-B",,
1936,"Hepatitis, non-A, non-B",,
1937,"Hepatitis, non-A, non-B",,
1938,"Hepatitis, non-A, non-B",,
1939,"Hepatitis, non-A, non-B",,
1940,"Hepatitis, non-A, non-B",,
1941,"Hepatitis, non-A, non-B",,
1942,"Hepatitis, non-A, non-B",,
1943,"Hepatitis, non-A, non-B",,
1944,"Hepatitis, non-A, non-B",,
1945,"Hepatitis, non-A, non-B",,
1946,"Hepatitis, non-A, non-B",,
1947,"Hepatitis, non-A, non-B",,
1948,"Hepatitis, non-A, non-B",,
1949,"Hepatitis, non-A, non-B",,
1950,"Hepatitis, non-A, non-B",,
1951,"Hepatitis, non-A, non-B",,
1952,"Hepatitis, non-A, non-B",,
1953,"Hepatitis, non-A, non-B",,
1954,"Hepatitis, non-A, non-B",,
1955,"Hepatitis, non-A, non-B",,
1956,"Hepatitis, non-A, non-B",,
1957,"Hepatitis, non-A, non-B",,
1958,"Hepatitis, non-A, non-B",,
1959,"Hepatitis, non-A, non-B",,
1960,"Hepatitis, non-A, non-B",,
1961,"Hepatitis, non-A, non-B",,
1962,"Hepatitis, non-A, non-B",,
1963,"Hepatitis, non-A, non-B",,
1964,"Hepatitis, non-A, non-B",,
1965,"Hepatitis, non-A, non-B",,
1966,"Hepatitis, non-A, non-B",,
1967,"Hepatitis, non-A, non-B",,
1968,"Hepatitis, non-A, non-B",,
1969,"Hepatitis, non-A, non-B",,
1970,"Hepatitis, non-A, non-B",,
1971,"Hepatitis, non-A, non-B",,
1972,"Hepatitis, non-A, non-B",,
1973,"Hepatitis, non-A, non-B",,
1974,"Hepatitis, non-A, non-B",,
1975,"Hepatitis, non-A, non-B",,
1976,"Hepatitis, non-A, non-B",,
1977,"Hepatitis, non-A, non-B",,
1978,"Hepatitis, non-A, non-B",,
1979,"Hepatitis, non-A, non-B",,
1980,"Hepatitis, non-A, non-B",,
1981,"Hepatitis, non-A, non-B",,
1982,"Hepatitis, non-A, non-B",,
1983,"Hepatitis, non-A, non-B",134,0.53
1984,"Hepatitis, non-A, non-B",171,0.67
1985,"Hepatitis, non-A, non-B",230,0.89
1986,"Hepatitis, non-A, non-B",299,1.15
1987,"Hepatitis, non-A, non-B",140,0.53
1988,"Hepatitis, non-A, non-B",77,0.29
1989,"Hepatitis, non-A, non-B",108,0.4
1990,"Hepatitis, non-A, non-B",,
1991,"Hepatitis, non-A, non-B",143,0.51
1992,"Hepatitis, non-A, non-B",0,0
1993,"Hepatitis, non-A, non-B",2,0.01
1994,"Hepatitis, non-A, non-B",0,0
1995,"Hepatitis, non-A, non-B",0,0
1996,"Hepatitis, non-A, non-B",1,0.003
1997,"Hepatitis, non-A, non-B",0,0
1998,"Hepatitis, non-A, non-B",0,0
1999,"Hepatitis, non-A, non-B",0,0
2000,"Hepatitis, non-A, non-B",,
2001,"Hepatitis, non-A, non-B",,
2002,"Hepatitis, non-A, non-B",,
2003,"Hepatitis, non-A, non-B",,
2004,"Hepatitis, non-A, non-B",,
2005,"Hepatitis, non-A, non-B",,
2006,"Hepatitis, non-A, non-B",,
2007,"Hepatitis, non-A, non-B",,
2008,"Hepatitis, non-A, non-B",,
2009,"Hepatitis, non-A, non-B",,
2010,"Hepatitis, non-A, non-B",,
2011,"Hepatitis, non-A, non-B",,
2012,"Hepatitis, non-A, non-B",,
2013,"Hepatitis, non-A, non-B",,
2014,"Hepatitis, non-A, non-B",,
2015,"Hepatitis, non-A, non-B",,
2016,"Hepatitis, non-A, non-B",,
2017,"Hepatitis, non-A, non-B",,
2018,"Hepatitis, non-A, non-B",,
2019,"Hepatitis, non-A, non-B",,
2020,"Hepatitis, non-A, non-B",,
2021,"Hepatitis, non-A, non-B",,
1924,"Hepatitis, Unspecified",,
1925,"Hepatitis, Unspecified",,
1926,"Hepatitis, Unspecified",,
1927,"Hepatitis, Unspecified",,
1928,"Hepatitis, Unspecified",,
1929,"Hepatitis, Unspecified",,
1930,"Hepatitis, Unspecified",,
1931,"Hepatitis, Unspecified",,
1932,"Hepatitis, Unspecified",,
1933,"Hepatitis, Unspecified",,
1934,"Hepatitis, Unspecified",,
1935,"Hepatitis, Unspecified",,
1936,"Hepatitis, Unspecified",,
1937,"Hepatitis, Unspecified",,
1938,"Hepatitis, Unspecified",,
1939,"Hepatitis, Unspecified",,
1940,"Hepatitis, Unspecified",,
1941,"Hepatitis, Unspecified",,
1942,"Hepatitis, Unspecified",,
1943,"Hepatitis, Unspecified",,
1944,"Hepatitis, Unspecified",,
1945,"Hepatitis, Unspecified",,
1946,"Hepatitis, Unspecified",,
1947,"Hepatitis, Unspecified",,
1948,"Hepatitis, Unspecified",,
1949,"Hepatitis, Unspecified",,
1950,"Hepatitis, Unspecified",,
1951,"Hepatitis, Unspecified",,
1952,"Hepatitis, Unspecified",,
1953,"Hepatitis, Unspecified",,
1954,"Hepatitis, Unspecified",,
1955,"Hepatitis, Unspecified",,
1956,"Hepatitis, Unspecified",,
1957,"Hepatitis, Unspecified",,
1958,"Hepatitis, Unspecified",,
1959,"Hepatitis, Unspecified",4728,27.04
1960,"Hepatitis, Unspecified",6314,35.38
1961,"Hepatitis, Unspecified",12314,67.6
1962,"Hepatitis, Unspecified",12538,67.56
1963,"Hepatitis, Unspecified",10080,53.25
1964,"Hepatitis, Unspecified",8218,42.6
1965,"Hepatitis, Unspecified",6601,33.6
1966,"Hepatitis, Unspecified",5835,29.15
1967,"Hepatitis, Unspecified",8224,40.36
1968,"Hepatitis, Unspecified",11198,54.09
1969,"Hepatitis, Unspecified",,
1970,"Hepatitis, Unspecified",,
1971,"Hepatitis, Unspecified",,
1972,"Hepatitis, Unspecified",,
1973,"Hepatitis, Unspecified",,
1974,"Hepatitis, Unspecified",,
1975,"Hepatitis, Unspecified",,
1976,"Hepatitis, Unspecified",,
1977,"Hepatitis, Unspecified",,
1978,"Hepatitis, Unspecified",,
1979,"Hepatitis, Unspecified",,
1980,"Hepatitis, Unspecified",,
1981,"Hepatitis, Unspecified",,
1982,"Hepatitis, Unspecified",,
1983,"Hepatitis, Unspecified",,
1984,"Hepatitis, Unspecified",,
1985,"Hepatitis, Unspecified",,
1986,"Hepatitis, Unspecified",,
1987,"Hepatitis, Unspecified",,
1988,"Hepatitis, Unspecified",,
1989,"Hepatitis, Unspecified",,
1990,"Hepatitis, Unspecified",,
1991,"Hepatitis, Unspecified",,
1992,"Hepatitis, Unspecified",,
1993,"Hepatitis, Unspecified",,
1994,"Hepatitis, Unspecified",,
1995,"Hepatitis, Unspecified",,
1996,"Hepatitis, Unspecified",,
1997,"Hepatitis, Unspecified",,
1998,"Hepatitis, Unspecified",,
1999,"Hepatitis, Unspecified",,
2000,"Hepatitis, Unspecified",,
2001,"Hepatitis, Unspecified",,
2002,"Hepatitis, Unspecified",,
2003,"Hepatitis, Unspecified",,
2004,"Hepatitis, Unspecified",,
2005,"Hepatitis, Unspecified",,
2006,"Hepatitis, Unspecified",,
2007,"Hepatitis, Unspecified",,
2008,"Hepatitis, Unspecified",,
2009,"Hepatitis, Unspecified",,
2010,"Hepatitis, Unspecified",,
2011,"Hepatitis, Unspecified",,
2012,"Hepatitis, Unspecified",,
2013,"Hepatitis, Unspecified",,
2014,"Hepatitis, Unspecified",,
2015,"Hepatitis, Unspecified",,
2016,"Hepatitis, Unspecified",,
2017,"Hepatitis, Unspecified",,
2018,"Hepatitis, Unspecified",,
2019,"Hepatitis, Unspecified",,
2020,"Hepatitis, Unspecified",,
2021,"Hepatitis, Unspecified",,
1924,"Influenza, Laboratory Confirmed",,
1925,"Influenza, Laboratory Confirmed",,
1926,"Influenza, Laboratory Confirmed",,
1927,"Influenza, Laboratory Confirmed",,
1928,"Influenza, Laboratory Confirmed",,
1929,"Influenza, Laboratory Confirmed",,
1930,"Influenza, Laboratory Confirmed",,
1931,"Influenza, Laboratory Confirmed",,
1932,"Influenza, Laboratory Confirmed",,
1933,"Influenza, Laboratory Confirmed",,
1934,"Influenza, Laboratory Confirmed",,
1935,"Influenza, Laboratory Confirmed",,
1936,"Influenza, Laboratory Confirmed",,
1937,"Influenza, Laboratory Confirmed",,
1938,"Influenza, Laboratory Confirmed",,
1939,"Influenza, Laboratory Confirmed",,
1940,"Influenza, Laboratory Confirmed",,
1941,"Influenza, Laboratory Confirmed",,
1942,"Influenza, Laboratory Confirmed",,
1943,"Influenza, Laboratory Confirmed",,
1944,"Influenza, Laboratory Confirmed",,
1945,"Influenza, Laboratory Confirmed",,
1946,"Influenza, Laboratory Confirmed",,
1947,"Influenza, Laboratory Confirmed",,
1948,"Influenza, Laboratory Confirmed",,
1949,"Influenza, Laboratory Confirmed",,
1950,"Influenza, Laboratory Confirmed",,
1951,"Influenza, Laboratory Confirmed",,
1952,"Influenza, Laboratory Confirmed",,
1953,"Influenza, Laboratory Confirmed",,
1954,"Influenza, Laboratory Confirmed",,
1955,"Influenza, Laboratory Confirmed",,
1956,"Influenza, Laboratory Confirmed",,
1957,"Influenza, Laboratory Confirmed",,
1958,"Influenza, Laboratory Confirmed",,
1959,"Influenza, Laboratory Confirmed",,
1960,"Influenza, Laboratory Confirmed",,
1961,"Influenza, Laboratory Confirmed",,
1962,"Influenza, Laboratory Confirmed",,
1963,"Influenza, Laboratory Confirmed",,
1964,"Influenza, Laboratory Confirmed",,
1965,"Influenza, Laboratory Confirmed",,
1966,"Influenza, Laboratory Confirmed",,
1967,"Influenza, Laboratory Confirmed",,
1968,"Influenza, Laboratory Confirmed",,
1969,"Influenza, Laboratory Confirmed",,
1970,"Influenza, Laboratory Confirmed",,
1971,"Influenza, Laboratory Confirmed",,
1972,"Influenza, Laboratory Confirmed",,
1973,"Influenza, Laboratory Confirmed",,
1974,"Influenza, Laboratory Confirmed",,
1975,"Influenza, Laboratory Confirmed",,
1976,"Influenza, Laboratory Confirmed",,
1977,"Influenza, Laboratory Confirmed",,
1978,"Influenza, Laboratory Confirmed",,
1979,"Influenza, Laboratory Confirmed",,
1980,"Influenza, Laboratory Confirmed",,
1981,"Influenza, Laboratory Confirmed",,
1982,"Influenza, Laboratory Confirmed",,
1983,"Influenza, Laboratory Confirmed",,
1984,"Influenza, Laboratory Confirmed",,
1985,"Influenza, Laboratory Confirmed",,
1986,"Influenza, Laboratory Confirmed",,
1987,"Influenza, Laboratory Confirmed",,
1988,"Influenza, Laboratory Confirmed",,
1989,"Influenza, Laboratory Confirmed",,
1990,"Influenza, Laboratory Confirmed",,
1991,"Influenza, Laboratory Confirmed",,
1992,"Influenza, Laboratory Confirmed",,
1993,"Influenza, Laboratory Confirmed",,
1994,"Influenza, Laboratory Confirmed",,
1995,"Influenza, Laboratory Confirmed",,
1996,"Influenza, Laboratory Confirmed",,
1997,"Influenza, Laboratory Confirmed",,
1998,"Influenza, Laboratory Confirmed",,
1999,"Influenza, Laboratory Confirmed",,
2000,"Influenza, Laboratory Confirmed",,
2001,"Influenza, Laboratory Confirmed",,
2002,"Influenza, Laboratory Confirmed",,
2003,"Influenza, Laboratory Confirmed",,
2004,"Influenza, Laboratory Confirmed",,
2005,"Influenza, Laboratory Confirmed",,
2006,"Influenza, Laboratory Confirmed",,
2007,"Influenza, Laboratory Confirmed",,
2008,"Influenza, Laboratory Confirmed",,
2009,"Influenza, Laboratory Confirmed",,
2010,"Influenza, Laboratory Confirmed",,
2011,"Influenza, Laboratory Confirmed",,
2012,"Influenza, Laboratory Confirmed",,
2013,"Influenza, Laboratory Confirmed",,
2014,"Influenza, Laboratory Confirmed",,
2015,"Influenza, Laboratory Confirmed",,
2016,"Influenza, Laboratory Confirmed",,
2017,"Influenza, Laboratory Confirmed",,
2018,"Influenza, Laboratory Confirmed",,
2019,"Influenza, Laboratory Confirmed",,
2020,"Influenza, Laboratory Confirmed",,
2021,"Influenza, Laboratory Confirmed",,
1924,Legionellosis,,
1925,Legionellosis,,
1926,Legionellosis,,
1927,Legionellosis,,
1928,Legionellosis,,
1929,Legionellosis,,
1930,Legionellosis,,
1931,Legionellosis,,
1932,Legionellosis,,
1933,Legionellosis,,
1934,Legionellosis,,
1935,Legionellosis,,
1936,Legionellosis,,
1937,Legionellosis,,
1938,Legionellosis,,
1939,Legionellosis,,
1940,Legionellosis,,
1941,Legionellosis,,
1942,Legionellosis,,
1943,Legionellosis,,
1944,Legionellosis,,
1945,Legionellosis,,
1946,Legionellosis,,
1947,Legionellosis,,
1948,Legionellosis,,
1949,Legionellosis,,
1950,Legionellosis,,
1951,Legionellosis,,
1952,Legionellosis,,
1953,Legionellosis,,
1954,Legionellosis,,
1955,Legionellosis,,
1956,Legionellosis,,
1957,Legionellosis,,
1958,Legionellosis,,
1959,Legionellosis,,
1960,Legionellosis,,
1961,Legionellosis,,
1962,Legionellosis,,
1963,Legionellosis,,
1964,Legionellosis,,
1965,Legionellosis,,
1966,Legionellosis,,
1967,Legionellosis,,
1968,Legionellosis,,
1969,Legionellosis,,
1970,Legionellosis,,
1971,Legionellosis,,
1972,Legionellosis,,
1973,Legionellosis,,
1974,Legionellosis,,
1975,Legionellosis,,
1976,Legionellosis,,
1977,Legionellosis,,
1978,Legionellosis,,
1979,Legionellosis,,
1980,Legionellosis,,
1981,Legionellosis,,
1982,Legionellosis,,
1983,Legionellosis,,
1984,Legionellosis,,
1985,Legionellosis,,
1986,Legionellosis,97,0.37
1987,Legionellosis,65,0.25
1988,Legionellosis,73,0.27
1989,Legionellosis,96,0.35
1990,Legionellosis,147,0.53
1991,Legionellosis,87,0.31
1992,Legionellosis,96,0.34
1993,Legionellosis,86,0.3
1994,Legionellosis,76,0.26
1995,Legionellosis,74,0.25
1996,Legionellosis,93,0.31
1997,Legionellosis,79,0.26
1998,Legionellosis,106,0.35
1999,Legionellosis,78,0.26
2000,Legionellosis,60,0.2
2001,Legionellosis,48,0.15
2002,Legionellosis,55,0.18
2003,Legionellosis,52,0.16
2004,Legionellosis,42,0.13
2005,Legionellosis,114,0.35
2006,Legionellosis,121,0.37
2007,Legionellosis,123,0.37
2008,Legionellosis,166,0.5
2009,Legionellosis,140,0.42
2010,Legionellosis,201,0.59
2011,Legionellosis,251,0.73
2012,Legionellosis,484,1.39
2013,Legionellosis,398,1.13
2014,Legionellosis,253,0.71
2015,Legionellosis,328,0.92
2016,Legionellosis,315,0.87
2017,Legionellosis,429,1.17
2018,Legionellosis,637,1.72
2019,Legionellosis,661,1.76
2020,Legionellosis,537,1.41
2021,Legionellosis,671,1.76
1924,Leprosy,,
1925,Leprosy,1,0.17
1926,Leprosy,1,0.12
1927,Leprosy,2,0.32
1928,Leprosy,1,0.16
1929,Leprosy,,
1930,Leprosy,2,0.05
1931,Leprosy,0,0
1932,Leprosy,2,0.02
1933,Leprosy,2,0.02
1934,Leprosy,0,0
1935,Leprosy,1,0.01
1936,Leprosy,1,0.01
1937,Leprosy,4,0.04
1938,Leprosy,1,0.01
1939,Leprosy,0,0
1940,Leprosy,0,0
1941,Leprosy,0,0
1942,Leprosy,1,0.01
1943,Leprosy,1,0.01
1944,Leprosy,1,0.01
1945,Leprosy,1,0.01
1946,Leprosy,0,0
1947,Leprosy,0,0
1948,Leprosy,0,0
1949,Leprosy,1,0.01
1950,Leprosy,0,0
1951,Leprosy,3,0.02
1952,Leprosy,0,0
1953,Leprosy,3,0.02
1954,Leprosy,1,0.01
1955,Leprosy,0,0
1956,Leprosy,0,0
1957,Leprosy,3,0.02
1958,Leprosy,2,0.01
1959,Leprosy,0,0
1960,Leprosy,2,0.01
1961,Leprosy,1,0.01
1962,Leprosy,1,0.01
1963,Leprosy,3,0.02
1964,Leprosy,2,0.01
1965,Leprosy,1,0.01
1966,Leprosy,1,0.01
1967,Leprosy,3,0.01
1968,Leprosy,3,0.01
1969,Leprosy,2,0.01
1970,Leprosy,6,0.03
1971,Leprosy,9,0.04
1972,Leprosy,10,0.05
1973,Leprosy,15,0.07
1974,Leprosy,10,0.04
1975,Leprosy,11,0.05
1976,Leprosy,19,0.08
1977,Leprosy,16,0.07
1978,Leprosy,14,0.06
1979,Leprosy,10,0.04
1980,Leprosy,29,0.12
1981,Leprosy,24,0.1
1982,Leprosy,39,0.16
1983,Leprosy,24,0.09
1984,Leprosy,17,0.07
1985,Leprosy,27,0.1
1986,Leprosy,40,0.15
1987,Leprosy,23,0.09
1988,Leprosy,31,0.12
1989,Leprosy,21,0.08
1990,Leprosy,40,0.14
1991,Leprosy,24,0.09
1992,Leprosy,20,0.07
1993,Leprosy,20,0.07
1994,Leprosy,16,0.06
1995,Leprosy,13,0.04
1996,Leprosy,9,0.03
1997,Leprosy,4,0.01
1998,Leprosy,7,0.02
1999,Leprosy,10,0.03
2000,Leprosy,5,0.02
2001,Leprosy,7,0.02
2002,Leprosy,4,0.01
2003,Leprosy,7,0.02
2004,Leprosy,6,0.02
2005,Leprosy,7,0.02
2006,Leprosy,2,0.01
2007,Leprosy,2,0.01
2008,Leprosy,2,0.01
2009,Leprosy,2,0.01
2010,Leprosy,4,0.01
2011,Leprosy,11,0.03
2012,Leprosy,9,0.03
2013,Leprosy,2,0.01
2014,Leprosy,6,0.02
2015,Leprosy,9,0.03
2016,Leprosy,8,0.02
2017,Leprosy,1,0.003
2018,Leprosy,12,0.03
2019,Leprosy,2,0.01
2020,Leprosy,1,0.003
2021,Leprosy,6,0.02
1924,Listeriosis,,
1925,Listeriosis,,
1926,Listeriosis,,
1927,Listeriosis,,
1928,Listeriosis,,
1929,Listeriosis,,
1930,Listeriosis,,
1931,Listeriosis,,
1932,Listeriosis,,
1933,Listeriosis,,
1934,Listeriosis,,
1935,Listeriosis,,
1936,Listeriosis,,
1937,Listeriosis,,
1938,Listeriosis,,
1939,Listeriosis,,
1940,Listeriosis,,
1941,Listeriosis,,
1942,Listeriosis,,
1943,Listeriosis,,
1944,Listeriosis,,
1945,Listeriosis,,
1946,Listeriosis,,
1947,Listeriosis,,
1948,Listeriosis,,
1949,Listeriosis,,
1950,Listeriosis,,
1951,Listeriosis,,
1952,Listeriosis,,
1953,Listeriosis,,
1954,Listeriosis,,
1955,Listeriosis,,
1956,Listeriosis,,
1957,Listeriosis,,
1958,Listeriosis,,
1959,Listeriosis,,
1960,Listeriosis,,
1961,Listeriosis,,
1962,Listeriosis,,
1963,Listeriosis,,
1964,Listeriosis,,
1965,Listeriosis,,
1966,Listeriosis,,
1967,Listeriosis,,
1968,Listeriosis,,
1969,Listeriosis,,
1970,Listeriosis,,
1971,Listeriosis,,
1972,Listeriosis,,
1973,Listeriosis,,
1974,Listeriosis,,
1975,Listeriosis,,
1976,Listeriosis,,
1977,Listeriosis,,
1978,Listeriosis,,
1979,Listeriosis,,
1980,Listeriosis,,
1981,Listeriosis,,
1982,Listeriosis,,
1983,Listeriosis,,
1984,Listeriosis,,
1985,Listeriosis,,
1986,Listeriosis,,
1987,Listeriosis,,
1988,Listeriosis,,
1989,Listeriosis,,
1990,Listeriosis,63,0.23
1991,Listeriosis,58,0.21
1992,Listeriosis,31,0.18
1993,Listeriosis,57,0.32
1994,Listeriosis,49,0.27
1995,Listeriosis,55,0.3
1996,Listeriosis,33,0.18
1997,Listeriosis,54,0.29
1998,Listeriosis,76,0.35
1999,Listeriosis,55,0.24
2000,Listeriosis,,
2001,Listeriosis,,
2002,Listeriosis,,
2003,Listeriosis,,
2004,Listeriosis,,
2005,Listeriosis,,
2006,Listeriosis,,
2007,Listeriosis,137,0.42
2008,Listeriosis,234,0.7
2009,Listeriosis,125,0.37
2010,Listeriosis,150,0.44
